name;address;visit_duration;long;lat;category_id;shortdescription;longdescription;contact;opening;tarif;illustration
Bar Carrousel;"{""postalCode"": '69002', ""streetAddress"": '5 rue Stella', ""addressLocality"": 'Lyon 2ème'}";30;4,836578;45,760801;5;Le Mercure Plaza vous offre le standing d’un hôtel 4 étoiles en plein cœur de la ville. Accordez vous une pause au Carrousel Bar, lieu idéal pour siroter un verre sur la terrasse estivale ou suivre les nombreux évènements sportifs qui sont diffusés.;;[{'Téléphone': '04 78 37 50 50'}, {'Mél': 'H2951@accor.com'}, {'Site web (URL)': 'http://www.accorhotels.com'}, {'Page facebook': 'https://fr-fr.facebook.com/MercureLyonCentrePlazaRepublique/'}];Toute l'année  Ouverture tous les jours de 7h à 0h.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/155/58/9255579.jpg', 'taille': 1810309, 'hauteur': 4206, 'largeur': 6309, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/155/58/9255579-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/174/58/9255598.jpg', 'taille': 3037442, 'hauteur': 4058, 'largeur': 6086, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/174/58/9255598-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/179/58/9255603.jpg', 'taille': 5446417, 'hauteur': 2606, 'largeur': 3648, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/179/58/9255603-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/180/58/9255604.jpg', 'taille': 2102316, 'hauteur': 4128, 'largeur': 6192, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/180/58/9255604-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/181/58/9255605.jpg', 'taille': 2346427, 'hauteur': 4042, 'largeur': 6063, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/181/58/9255605-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/182/58/9255606.jpg', 'taille': 2422562, 'hauteur': 3046, 'largeur': 4569, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/182/58/9255606-fiche.jpg'}]
Super5;"{""postalCode"": '69001', ""streetAddress"": '2 Rue de Savy', ""addressLocality"": 'Lyon 1er'}";30;4,830088;45,769437;5;Plus qu’un bar, Super 5 a pour vocation de devenir une vitrine dédiée à la culture de demain et d’offrir un lieu d’échange avec les acteurs locaux et indépendants de tous bords.;Un ensemble de rendez-vous thématiques sont prévus tout au long de l’année. Ainsi, blind tests, projections de films et retrogaming côtoient les résidences d’artistes et labels qui, jusqu’à 1 heure, proposent prestations live et DJ sets, retransmis en direct via notre Facebook;[{'Mél': 'bar.capsule@gmail.com'}, {'Page facebook': 'https://www.facebook.com/super5bar/'}];Toute l'année. Ouvert mardi et mercredi de 18h à minuit  Jusqu'à 1h les jeudis, vendredis et samedis.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/115/228/4383859.jpg', 'taille': 614332, 'hauteur': 1333, 'largeur': 2000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/115/228/4383859-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/116/228/4383860.jpg', 'taille': 384033, 'hauteur': 1334, 'largeur': 2000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/116/228/4383860-fiche.jpg'}]
Bar Lounge - Ibis Lyon Part-Dieu les Halles;"{""postalCode"": '69003', ""streetAddress"": '78 rue de Bonnel', ""addressLocality"": 'Lyon 3ème'}";30;4,851269;45,761857;5;Pour un moment de détente, tout le monde se retrouve au bar lounge, avec un espace jeux, pour saccorder quelques instants bien à soi.;Les gourmands apprécieront notre carte Petites Faims et ses fameux en-cas, à savourer au bar ou en chambre...;[{'Téléphone': '04 78 62 98 89'}, {'Mél': 'h1388-fb@accor.com'}, {'Site web (URL)': 'http://www.ibis.com'}];Toute l'année de 7h à 23h.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/47/168/15837231.jpg', 'taille': 3297630, 'hauteur': 2268, 'largeur': 4032, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/47/168/15837231-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/48/168/15837232.jpg', 'taille': 3506816, 'hauteur': 2268, 'largeur': 4032, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/48/168/15837232-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/49/168/15837233.jpg', 'taille': 3549831, 'hauteur': 2268, 'largeur': 4032, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/49/168/15837233-fiche.jpg'}]
Gourmet Bron Brasserie Maison;"{""postalCode"": '69500', ""streetAddress"": '260 avenue Jean Monnet', ""addressLocality"": 'Bron'}";45;4.929836;45.725064;3;Le temps d’un repas d’affaires, d’une rencontre festive ou lors d’un séjour en famille, Novotel Lyon-Bron vous propose une solution simple et adaptée pour vous restaurer sur la route des vacances vers la Méditerranée ou les pistes de ski des Alpes.;Ambiance design et service à table au restaurant ou sur la terrasse ombragée pour un repas daffaires ou un dîner animé.    Atmosphère lounge et décontractée au bar ou sur les fauteuils dans le jardin pour un moment convivial et détendu.    Ambiance cocooning dans la chambre avec le room-service.;[{'Site web (URL)': 'https://gourmetbron.brasseriemaison.fr'}, {'Téléphone /fax': '04 72 15 65 76'}, {'Page facebook': 'https://www.facebook.com/gourmetbronbrasseriemaison'}];Du 01/01 au 31/12/2023  Ouverture tous les jours de 12h à 14h30 et de 19h à 22h30.;Menu adulte : à partir de 18 € Menu enfant : 13 € Plat du jour : 16 € Menu du jour : à partir de 18 € (uniquement le midi) Petit déjeuner : 18,50 € Café : 2,70 €.   -50% sur les consommations au bar lors de lafter work  *conditions sur place.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/17/157/15441169.jpg', 'taille': 7394964, 'hauteur': 2832, 'largeur': 4240, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/17/157/15441169-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/38/157/15441190.jpg', 'taille': 5973149, 'hauteur': 2832, 'largeur': 4240, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/38/157/15441190-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/39/157/15441191.jpg', 'taille': 2941385, 'hauteur': 1842, 'largeur': 2759, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/39/157/15441191-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/41/157/15441193.jpg', 'taille': 7942140, 'hauteur': 2832, 'largeur': 4240, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/41/157/15441193-fiche.jpg'}]
LAssiette;"{""postalCode"": '69500', ""streetAddress"": 'Aéroport de Bron', ""addressLocality"": 'Bron'}";45;4.942677;45.727217;3;Le restaurant LAssiette vous propose une escale de saveurs, une cuisine de chef au bord des pistes.;;[{'Téléphone': '04 72 150 102'}, {'Mél': 'takeoff@lassiette.eu'}, {'Site web (URL)': 'http://www.lassiette.eu'}];Ouvert tous les jours de 9.00 à 1.00 sauf lundi et mardi soir  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/159/114/291487.jpg', 'taille': 11600, 'hauteur': 96, 'largeur': 145, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/159/114/291487-fiche.jpg'}]
Broc Bar;"{""postalCode"": '69001', ""streetAddress"": '20 rue Lanterne', ""addressLocality"": 'Lyon 1er'}";30;4,831835;45,766038;5;Petit bar avec une immense terrasse. Gay friendly.;;[{'Téléphone': '04 78 30 82 61'}];Toute l'année de 7h à 1h.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/40/119/292648.jpg', 'taille': 161773, 'hauteur': 332, 'largeur': 500, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/40/119/292648-fiche.jpg'}]
Jardin du Musée des Beaux-Arts;"{""postalCode"": '69001', ""streetAddress"": '20 place des Terreaux', ""addressLocality"": 'Lyon 1er'}";90;4,833421;45,767132;4;Jardin classique de 1200 m², il est aménagé à la fin du 19e siècle. Les murs séculaires de lancienne abbaye protègent le passant du vacarme extérieur.;Sous les frondaisons des tilleuls, des bouleaux et du grand chêne, les allées du jardin retentissent du rire des enfants et des conversations des flâneurs.   Au centre, le bassin circulaire est surmonté dun sarcophage antique. e jardin du musée correspond à lancien cloître de labbaye du 17e siècle. Dans cet espace intérieur clos, les religieuses pouvaient profiter de lextérieur. Un bassin central et des orangers, ifs et plantes exotiques en pots agrémentaient la cour, ainsi que des sculptures des saints Michel et Gabriel, de la déesse Minerve, la Concorde...  Après la Révolution et le départ des religieuses, le cloître souvre au public. On expose sous les arcades les inscriptions et fragments darchitecture antiques du musée lapidaire.  Un premier réaménagement du jardin intervient à partir de 1832. On place au-dessus des arcades des moulages des frises grecques du Parthénon (Athènes) et des Néréïdes (Xanthos). Sur les terrasses, une balustrade en pierre ornée de statues et de vases décoratifs entoure les terrasses.  Abraham Hirsch (1828-1913) chargé des travaux du musée restructure le jardin en 1884. Les galeries voûtées du musée lapidaire reçoivent un décor peint dû à L. Bardey (1851-1915). Au-dessus des arcades, on installe des médaillons en bronze illustrant les grands artistes lyonnais sur fond de mosaïques, en alternance avec les reproductions de la frise grecque.  La dernière rénovation du musée (1990-1998) a voulu respecter lordonnancement de ce jardin où des sculptures originales animent les allées.;[{'Téléphone': '04 72 10 17 40'}, {'Mél': 'mba.serviceinterieur@mairie-lyon.fr'}, {'Site web (URL)': 'http://www.mba-lyon.fr'}];;Gratuit;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/114/186/4373106.jpg', 'taille': 92930, 'hauteur': 470, 'largeur': 780, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/114/186/4373106-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/175/219/842671.jpg', 'taille': 7167265, 'hauteur': 4288, 'largeur': 2848, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/175/219/842671-fiche.jpg'}]
Parc Jeanne Jugan;"{""postalCode"": '69003', ""streetAddress"": 'Entrée par le 17 avenue Pompidou ou angle rue Flandin', ""addressLocality"": 'Lyon 3ème'}";90;4,863264;45,759454;4;Situé à proximité immédiate de la gare de la Part-Dieu, ce jardin de plus de 10 000 m² abrite côté rue Pompidou un petit jardin botanique.;Jeanne Jugan ayant fondé la congrégation religieuse des Petites Sœurs des Pauvres, ce jardin est encore parfois appelé jardin des Petites Sœurs.  Ce jardin abrite des jeux pour enfants et une structure en corde à escalader.;[{'Téléphone': '04 72 69 47 60'}];Toute l'année : ouvert tous les jours.;Gratuit.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/234/39/600042.jpg', 'taille': 60674, 'hauteur': 198, 'largeur': 300, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/234/39/600042-fiche.jpg'}]
Centre Eau et Nature de Lîloz au Grand Parc Miribel Jonage;"{""postalCode"": '69330', ""streetAddress"": 'Chemin du Moulin de Cheyssin', ""addressLocality"": 'Meyzieu'}";90;4,977175;45,791279;4;Lîloz est un centre eau et nature en plein cœur du Grand Parc Miribel Jonage, sur le parcours du Fleuve Rhône en amont de Lyon.  Profitez des expositions permanentes et temporaires, jardins, animations et spectacles qui vous sont proposés dans ce lieu.;En visitant les espaces dexposition, le jardin des sens et le jardin dailleurs, vous prendrez le temps de découvrir comment mieux protéger votre environnement proche. Cet endroit calme et paisible est un véritable îlot de plénitude propice à de beaux moments en famille. Lîloz est le lieu où recherche scientifique, éducation à lenvironnement et jeux ont chacun leur place. Un site en constante réflexion où toutes vos suggestions et idées seront accueillies avec intérêt. Cest aussi la maison du contrat de restauration du fleuve Rhône car elle recèle tous ses secrets et vous les fait partager généreusement. Un trésor offert à tous ! Toutes les animations sont élaborées par les animateurs nature du site.    Du 6 juin au 22 août 2020 : THÈME LE FLEUVE RHÔNE ET SES FORÊTS  Au bord du fleuve Rhône, naturellement pousse la forêt et ces arbres particuliers. La proximité de leau et son sol toujours humide permettent le développement dun écosystème riche. A linterface de leau et de la terre, la forêt alluviale est votre programme de découverte estivale à Lîloz. Venez avec nous explorer à pied, à vélo et en famille cet extraordinaire milieu.  • Espace lecture thématisé en partenariat avec le Pôle Mobile de la Métropole de Lyon.  • Exposition Fleuve Rhône : réalisé par une scénographe à partir déléments préparés par les élèves des écoles riveraines du Grand parc Miribel Jonage.  • Ateliers ludiques pour toute la famille (intérieur / extérieur) en autonomie.  • Médiation à laccueil : documentation spécialisée, animateur nature de Lîloz, sciences participatives...    Du 29 août au 1er novembre 2020 : THÈME VIEILLES BRANCHES  Durant cette période, explorons les liens unissant les arbres et les Hommes : sylviculture, verger, parc mais aussi sculpture, cabanes, habitats... 1000 et 1 choses à faire avec des arbres. Ensemble essayons-nous à notre tour à diverses pratiques artistiques, ludiques, jardinières...  • Espace lecture thématisé en partenariat avec le Pôle Mobile de la Métropole de Lyon.  • Exposition de sculpture de et inspiré par Gilles Baise  • Ateliers ludiques pour toute la famille (intérieur / extérieur) en autonomie.  • Médiation à laccueil : documentation spécialisée, animateur nature de Lîloz, sciences participatives...;[{'Téléphone': '04 37 26 85 10'}, {'Téléphone': '04 78 80 56 20'}, {'Site web (URL)': 'https://www.grand-parc.fr/'}];Du 06/06 au 01/11/2020, tous les samedis et dimanches.;Accès libre. Tarifs et conditions de réservation des animations et spectacles payants sur Internet.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/175/208/4378799.jpg', 'taille': 4247553, 'hauteur': 1920, 'largeur': 2560, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/175/208/4378799-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/176/208/4378800.jpg', 'taille': 2027792, 'hauteur': 2832, 'largeur': 4256, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/176/208/4378800-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/191/208/4378815.jpg', 'taille': 2150394, 'hauteur': 2736, 'largeur': 3648, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/191/208/4378815-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/193/208/4378817.jpg', 'taille': 1205404, 'hauteur': 1536, 'largeur': 1609, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/193/208/4378817-fiche.jpg'}]
Bistro City;"{""postalCode"": '69003', ""streetAddress"": '111 boulevard Vivier Merle', ""addressLocality"": 'Lyon 3ème'}";45;4.85974;45.75099;3;Au cœur de l’atrium de lAppart City Confort Lyon Part-Dieu, Le Bistrot City vous invite à découvrir sa cuisine du terroir raffinée, élaborée par un chef lyonnais dans un cadre chic et décontracté.;Dans un environnement urbain et futuriste, Bistrot City sappuie sur son architecture audacieuse pour vous offrir une pause gourmande authentique avec des produits frais et de saison concoctés par Romain Mauger.;[{'Téléphone': '04 72 84 10 48'}];Toute l'année  Ouverture le lundi, mardi, mercredi, jeudi et vendredi de 12h à 14h et de 19h à 21h30.;A la carte : de 12 à 19,50 € Menu adulte : de 25 à 35 € Menu enfant : à partir de 10 €. ;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/153/200/13027481.jpg', 'taille': 6085297, 'hauteur': 3984, 'largeur': 2656, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/153/200/13027481-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/159/200/13027487.jpg', 'taille': 5496909, 'hauteur': 3984, 'largeur': 2656, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/159/200/13027487-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/173/200/13027501.jpg', 'taille': 5305804, 'hauteur': 3984, 'largeur': 2656, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/173/200/13027501-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/176/200/13027504.jpg', 'taille': 6610333, 'hauteur': 3984, 'largeur': 2656, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/176/200/13027504-fiche.jpg'}]
